rank_by_cd,strategy,description,entry_key,filter_name,body_atr_min,atr_stop,rr_target,max_hold_bars,cooldown_bars,use_tp03_gate,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,cd_value,max_conc,symbol_files,errors,ruined,is_baseline,is_v27_winner,delta_cd_vs_baseline_expected
11,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_RECHECK_S130_RR675_B360_H17_C32,V33 top direct recheck: stop 1.30 / rr 6.75 / body 0.36 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.36,0.36,1.3,6.75,17,32,True,55798,22580,33218,40.46740026524248,522.0593165540997,523.2516319328979,1.2802456043680577,615.2724803109247,615.2724803109247,446,597,0,False,False,False,11.923962325050638
12,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_RECHECK_S130_RR680_B360_H17_C32,V33 top direct recheck: stop 1.30 / rr 6.80 / body 0.36 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.36,0.36,1.3,6.8,17,32,True,55797,22579,33218,40.46633331541123,521.8343760655466,523.0262602957445,1.2802456043682464,615.0499939842483,615.0499939842483,446,597,0,False,False,False,11.701475998374235
13,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_RECHECK_S128_RR640_B360_H17_C32,V33 top direct recheck: stop 1.28 / rr 6.40 / body 0.36 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.36,0.36,1.28,6.4,17,32,True,55817,22412,33405,40.15264166830894,521.3927568233852,522.5569147230825,1.22623751922315,614.92288825623,614.92288825623,446,597,0,False,False,False,11.574370270355871
14,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_MIX_CORE_S128_RR625_B360_H17_C32,top-core mix: stop 1.28 / rr 6.25 / body 0.36 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.36,0.36,1.28,6.25,17,32,True,55817,22413,33404,40.154433237185806,520.9384741367835,522.1017809535346,1.22623751922335,614.4733355077257,614.4733355077257,446,597,0,False,False,False,11.124817521851583
15,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_BODY40_S128_RR600_H17_C32,body40 stop/rr mix: stop 1.28 / rr 6.00 / body 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.28,6.0,17,32,True,55614,22344,33270,40.17693386557342,520.88531314103,522.0485203624891,1.2843007385062166,614.0595466216066,614.0595466216066,446,597,0,False,False,False,10.711028635732532
16,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_MIX_CORE_S130_RR640_B360_H17_C32,top-core mix: stop 1.30 / rr 6.40 / body 0.36 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.36,0.36,1.3,6.4,17,32,True,55800,22583,33217,40.47132616487455,520.3110848211287,521.5000493240129,1.2802456043683574,613.5433222613951,613.5433222613951,446,597,0,False,False,False,10.19480427552105
17,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_AGGR_SMALL_S130_RR700_B360_H17_C32,small aggressive mix: stop 1.30 / rr 7.00 / body 0.36 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.36,0.36,1.3,7.0,17,32,True,55797,22579,33218,40.46633331541123,520.2141714965259,521.4029502434149,1.280245604368302,613.4474662875086,613.4474662875086,446,597,0,False,False,False,10.09894830163455
18,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_MIX_CORE_S128_RR675_B360_H17_C32,top-core mix: stop 1.28 / rr 6.75 / body 0.36 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.36,0.36,1.28,6.75,17,32,True,55815,22408,33407,40.14691391203082,519.5464064451587,520.7071052710983,1.2262375192232167,613.0957618617797,613.0957618617797,446,597,0,False,False,False,9.74724387590561
19,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_BODY40_S132_RR600_H17_C32,body40 stop/rr mix: stop 1.32 / rr 6.00 / body 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.32,6.0,17,32,True,55583,22671,32912,40.787650900455176,518.9516817087311,520.1648161407736,1.3595918888431924,611.7331056030642,611.7331056030642,447,597,0,False,False,False,8.384587617190164
20,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_AGGR_SMALL_S132_RR675_B400_H17_C32,small aggressive mix: stop 1.32 / rr 6.75 / body 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.32,6.75,17,32,True,55580,22664,32916,40.777258006477155,517.310982519338,518.5209012097675,1.3595918888432257,610.1115412061195,610.1115412061195,447,597,0,False,False,False,6.763023220245373
21,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_BODY40_S132_RR640_H17_C32,body40 stop/rr mix: stop 1.32 / rr 6.40 / body 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.32,6.4,17,32,True,55581,22666,32915,40.78012270380166,515.6070819324686,516.8136610076554,1.359591888843159,608.4275125033188,608.4275125033188,447,597,0,False,False,False,5.078994517444698
22,LM26R_001_RETEST_S128_RR505_B360_H17_CD32,CURRENT long_main v17 / long_max v12 baseline: stop 1.28 / rr 5.05 / body_atr >= 0.36 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.36,0.36,1.28,5.05,17,32,True,55821,22425,33396,40.17305315203956,508.87579539556987,510.0165031997095,1.1871511554302772,602.7746852336588,602.7746852336588,446,597,0,False,True,False,-0.5738327522152531
23,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_COOL_TOP_S128_RR640_B400_H17_C34,top cooldown mix: stop 1.28 / rr 6.40 / body 0.40 / hold 17 / cooldown 34,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.28,6.4,17,34,True,55342,22198,33144,40.110585089082434,489.5199704624477,490.6244157961068,1.309350320832725,582.8910731129641,582.8910731129641,445,597,0,False,False,False,-20.457444872909946
24,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_COOL_TOP_S128_RR625_B400_H17_C34,top cooldown mix: stop 1.28 / rr 6.25 / body 0.40 / hold 17 / cooldown 34,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.28,6.25,17,34,True,55342,22199,33143,40.11239203498248,489.1816825028064,490.28549406564,1.3093503208328139,582.556589055262,582.556589055262,445,597,0,False,False,False,-20.79192893061213
25,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_COOL_TOP_S128_RR675_B400_H17_C34,top cooldown mix: stop 1.28 / rr 6.75 / body 0.40 / hold 17 / cooldown 34,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.28,6.75,17,34,True,55341,22194,33147,40.10408196454708,487.434245060495,488.534782859545,1.3093503208328028,580.8288007919608,580.8288007919608,445,597,0,False,False,False,-22.519717193913266
26,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_COOL_TOP_S128_RR640_B400_H17_C31,top cooldown mix: stop 1.28 / rr 6.40 / body 0.40 / hold 17 / cooldown 31,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.28,6.4,17,31,True,55734,22347,33387,40.09581225104963,487.09250572815375,488.19240329035017,1.3035152598914412,580.5252255559383,580.5252255559383,446,597,0,False,False,False,-22.823292429935805
27,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_COOL_TOP_S128_RR625_B400_H17_C31,top cooldown mix: stop 1.28 / rr 6.25 / body 0.40 / hold 17 / cooldown 31,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.28,6.25,17,31,True,55734,22348,33386,40.09760648796067,486.98223657124294,488.0819275479769,1.3035152598911748,580.4161898817268,580.4161898817268,446,597,0,False,False,False,-22.932328104147246
28,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V34_COOL_TOP_S128_RR675_B400_H17_C31,top cooldown mix: stop 1.28 / rr 6.75 / body 0.40 / hold 17 / cooldown 31,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.28,6.75,17,31,True,55732,22343,33389,40.090073925213524,484.5796903473662,485.6748802366071,1.3035152598912525,578.0405187993731,578.0405187993731,446,597,0,False,False,False,-25.30799918650098
