combo,run_label,trades,long_trades,short_trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,same_bar_trades,active_leftover,blocked_by_cap,cap_removed,ruined,leverage,position_fraction,effective_notional_fraction,fee_per_side,base_combo,long_key,short_key,split_n,rank_metric,rank_by_final_return
lx2_sm2_L15_SPLIT75,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,603.668326634033,603.668326634033,37.80818669253765,437.6240920039822,52,236,0,0,True,False,15.0,0.013333333333333334,0.2,0.0004,lx2_sm2,long_max2,short_main2,75,603.668326634033,24
lx2_sm2_L20_SPLIT100,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,603.668326634033,603.668326634033,37.80818669253765,437.6240920039822,52,236,0,0,True,False,20.0,0.01,0.2,0.0004,lx2_sm2,long_max2,short_main2,100,603.668326634033,25
lx2_sm2_L25_SPLIT125,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,603.668326634033,603.668326634033,37.80818669253765,437.6240920039822,52,236,0,0,True,False,25.0,0.008,0.2,0.0004,lx2_sm2,long_max2,short_main2,125,603.668326634033,26
lx2_sm2_L30_SPLIT150,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,603.668326634033,603.668326634033,37.80818669253765,437.6240920039822,52,236,0,0,True,False,30.0,0.006666666666666667,0.2,0.0004,lx2_sm2,long_max2,short_main2,150,603.668326634033,27
lx2_sx2_L10_SPLIT50,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,422.1386169743523,424.68643652361095,26.2548586928631,386.93075403371796,30,111,0,0,True,False,10.0,0.02,0.2,0.0004,lx2_sx2,long_max2,short_max2,50,422.1386169743523,28
lx2_sx2_L15_SPLIT75,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,422.1386169743523,424.68643652361095,26.2548586928631,386.93075403371796,30,111,0,0,True,False,15.0,0.013333333333333334,0.2,0.0004,lx2_sx2,long_max2,short_max2,75,422.1386169743523,29
lx2_sx2_L20_SPLIT100,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,422.1386169743523,424.68643652361095,26.2548586928631,386.93075403371796,30,111,0,0,True,False,20.0,0.01,0.2,0.0004,lx2_sx2,long_max2,short_max2,100,422.1386169743523,30
lx2_sx2_L25_SPLIT125,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,422.1386169743523,424.68643652361095,26.2548586928631,386.93075403371796,30,111,0,0,True,False,25.0,0.008,0.2,0.0004,lx2_sx2,long_max2,short_max2,125,422.1386169743523,31
lx2_sx2_L30_SPLIT150,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,422.1386169743523,424.68643652361095,26.2548586928631,386.93075403371796,30,111,0,0,True,False,30.0,0.006666666666666667,0.2,0.0004,lx2_sx2,long_max2,short_max2,150,422.1386169743523,32
lx2_sm2_L25_SPLIT150,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,414.79487199495145,414.79487199495145,32.6416283181681,346.75744327737016,52,236,0,0,True,False,25.0,0.006666666666666667,0.16666666666666669,0.0004,lx2_sm2,long_max2,short_main2,150,414.79487199495145,33
lx2_sm2_L12_SPLIT75,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,383.3157271913802,383.3157271913802,31.560020106480906,330.7811865119961,52,236,0,0,True,False,12.0,0.013333333333333334,0.16,0.0004,lx2_sm2,long_max2,short_main2,75,383.3157271913802,34
lx2_sm2_L20_SPLIT125,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,383.3157271913802,383.3157271913802,31.560020106480906,330.7811865119961,52,236,0,0,True,False,20.0,0.008,0.16,0.0004,lx2_sm2,long_max2,short_main2,125,383.3157271913802,35
lx2_sm2_L15_SPLIT100,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,339.5055208023152,339.5055208023152,29.90630816975836,308.06564532807334,52,236,0,0,True,False,15.0,0.01,0.15,0.0004,lx2_sm2,long_max2,short_main2,100,339.5055208023152,36
lx2_sm2_L30_SPLIT200,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,339.5055208023152,339.5055208023152,29.90630816975836,308.06564532807334,52,236,0,0,True,False,30.0,0.005,0.15,0.0004,lx2_sm2,long_max2,short_main2,200,339.5055208023152,37
lx2_sx2_L25_SPLIT150,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,303.1563127089107,304.7945409943589,22.394305396562203,314.14361525546997,30,111,0,0,True,False,25.0,0.006666666666666667,0.16666666666666669,0.0004,lx2_sx2,long_max2,short_max2,150,303.1563127089107,38
lx2_sm2_L7_SPLIT50,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,299.4872027975056,299.4872027975056,28.214301328105662,286.77467963299677,52,236,0,0,True,False,7.0,0.02,0.14,0.0004,lx2_sm2,long_max2,short_main2,50,299.4872027975056,39
lx2_sx2_L12_SPLIT75,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,282.563788099702,284.05594998350705,21.59928540524247,301.10260923075407,30,111,0,0,True,False,12.0,0.013333333333333334,0.16,0.0004,lx2_sx2,long_max2,short_max2,75,282.563788099702,40
lx2_sx2_L20_SPLIT125,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,282.563788099702,284.05594998350705,21.59928540524247,301.10260923075407,30,111,0,0,True,False,20.0,0.008,0.16,0.0004,lx2_sx2,long_max2,short_max2,125,282.563788099702,41
lx2_sm2_L10_SPLIT75,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,274.75992654616016,274.75992654616016,27.06460625304878,273.3326280322271,52,236,0,0,True,False,10.0,0.013333333333333334,0.13333333333333333,0.0004,lx2_sm2,long_max2,short_main2,75,274.75992654616016,42
lx2_sm2_L20_SPLIT150,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,274.75992654616016,274.75992654616016,27.06460625304878,273.3326280322271,52,236,0,0,True,False,20.0,0.006666666666666667,0.13333333333333333,0.0004,lx2_sm2,long_max2,short_main2,150,274.75992654616016,43
lx2_sx2_L15_SPLIT100,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,253.46835425694096,254.76059596335193,20.392098856662273,282.417464530021,30,111,0,0,True,False,15.0,0.01,0.15,0.0004,lx2_sx2,long_max2,short_max2,100,253.46835425694096,44
lx2_sx2_L30_SPLIT200,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,253.46835425694096,254.76059596335193,20.392098856662273,282.417464530021,30,111,0,0,True,False,30.0,0.005,0.15,0.0004,lx2_sx2,long_max2,short_max2,200,253.46835425694096,45
lx2_sm2_L25_SPLIT200,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,245.8940725091366,245.8940725091366,25.6026393770003,257.3360604982024,52,236,0,0,True,False,25.0,0.005,0.125,0.0004,lx2_sm2,long_max2,short_main2,200,245.8940725091366,46
lx2_sm2_L12_SPLIT100,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,229.6031473446671,229.6031473446671,24.712013650197434,248.1515725813726,52,236,0,0,True,False,12.0,0.01,0.12,0.0004,lx2_sm2,long_max2,short_main2,100,229.6031473446671,47
lx2_sm2_L15_SPLIT125,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,229.6031473446671,229.6031473446671,24.712013650197434,248.1515725813726,52,236,0,0,True,False,15.0,0.008,0.12,0.0004,lx2_sm2,long_max2,short_main2,125,229.6031473446671,48
lx2_sm2_L30_SPLIT250,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,229.6031473446671,229.6031473446671,24.712013650197434,248.1515725813726,52,236,0,0,True,False,30.0,0.004,0.12,0.0004,lx2_sm2,long_max2,short_main2,250,229.6031473446671,49
lx2_sx2_L7_SPLIT50,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,226.4026905015501,227.5161991557648,19.167103568940377,264.74083005852236,30,111,0,0,True,False,7.0,0.02,0.14,0.0004,lx2_sx2,long_max2,short_max2,50,226.4026905015501,50
lx2_sx2_L10_SPLIT75,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,209.4219681984649,210.4271431053192,18.340422215920626,253.4934943869835,30,111,0,0,True,False,10.0,0.013333333333333334,0.13333333333333333,0.0004,lx2_sx2,long_max2,short_max2,75,209.4219681984649,51
lx2_sx2_L20_SPLIT150,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,209.4219681984649,210.4271431053192,18.340422215920626,253.4934943869835,30,111,0,0,True,False,20.0,0.006666666666666667,0.13333333333333333,0.0004,lx2_sx2,long_max2,short_max2,150,209.4219681984649,52
lx2_sx2_L25_SPLIT200,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,189.3273872977231,190.20838796001897,17.295668052743196,240.01490851723693,30,111,0,0,True,False,25.0,0.005,0.125,0.0004,lx2_sx2,long_max2,short_max2,200,189.3273872977231,53
lx2_sx2_L12_SPLIT100,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,177.84767281210657,178.65979176087617,16.66267716803729,232.2276102626364,30,111,0,0,True,False,12.0,0.01,0.12,0.0004,lx2_sx2,long_max2,short_max2,100,177.84767281210657,54
lx2_sx2_L15_SPLIT125,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,177.84767281210657,178.65979176087617,16.66267716803729,232.2276102626364,30,111,0,0,True,False,15.0,0.008,0.12,0.0004,lx2_sx2,long_max2,short_max2,125,177.84767281210657,55
lx2_sx2_L30_SPLIT250,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,177.84767281210657,178.65979176087617,16.66267716803729,232.2276102626364,30,111,0,0,True,False,30.0,0.004,0.12,0.0004,lx2_sx2,long_max2,short_max2,250,177.84767281210657,56
lx2_sm2_L5_SPLIT50,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,171.44901043143156,171.44901043143156,21.046202391301534,214.31930230684728,52,236,0,0,True,False,5.0,0.02,0.1,0.0004,lx2_sm2,long_max2,short_main2,50,171.44901043143156,57
lx2_sm2_L10_SPLIT100,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,171.44901043143156,171.44901043143156,21.046202391301534,214.31930230684728,52,236,0,0,True,False,10.0,0.01,0.1,0.0004,lx2_sm2,long_max2,short_main2,100,171.44901043143156,58
lx2_sm2_L15_SPLIT150,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,171.44901043143156,171.44901043143156,21.046202391301534,214.31930230684728,52,236,0,0,True,False,15.0,0.006666666666666667,0.1,0.0004,lx2_sm2,long_max2,short_main2,150,171.44901043143156,59
lx2_sm2_L20_SPLIT200,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,171.44901043143156,171.44901043143156,21.046202391301534,214.31930230684728,52,236,0,0,True,False,20.0,0.005,0.1,0.0004,lx2_sm2,long_max2,short_main2,200,171.44901043143156,60
lx2_sm2_L25_SPLIT250,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,171.44901043143156,171.44901043143156,21.046202391301534,214.31930230684728,52,236,0,0,True,False,25.0,0.004,0.1,0.0004,lx2_sm2,long_max2,short_main2,250,171.44901043143156,61
lx2_sm2_L30_SPLIT300,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,171.44901043143156,171.44901043143156,21.046202391301534,214.31930230684728,52,236,0,0,True,False,30.0,0.0033333333333333335,0.1,0.0004,lx2_sm2,long_max2,short_main2,300,171.44901043143156,62
lx2_sm2_L12_SPLIT125,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,161.0549481094405,161.0549481094405,20.292785053017212,208.07962861932612,52,236,0,0,True,False,12.0,0.008,0.096,0.0004,lx2_sm2,long_max2,short_main2,125,161.0549481094405,63
lx2_sm2_L7_SPLIT75,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,154.33720766812294,154.33720766812294,19.786683226710096,204.0123100591716,52,236,0,0,True,False,7.0,0.013333333333333334,0.09333333333333334,0.0004,lx2_sm2,long_max2,short_main2,75,154.33720766812294,64
lx2_sx2_L5_SPLIT50,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,135.9467656323416,136.52123323002044,14.08395273040179,203.20969454454098,30,111,0,0,True,False,5.0,0.02,0.1,0.0004,lx2_sx2,long_max2,short_max2,50,135.9467656323416,65
lx2_sx2_L10_SPLIT100,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,135.9467656323416,136.52123323002044,14.08395273040179,203.20969454454098,30,111,0,0,True,False,10.0,0.01,0.1,0.0004,lx2_sx2,long_max2,short_max2,100,135.9467656323416,66
lx2_sx2_L15_SPLIT150,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,135.9467656323416,136.52123323002044,14.08395273040179,203.20969454454098,30,111,0,0,True,False,15.0,0.006666666666666667,0.1,0.0004,lx2_sx2,long_max2,short_max2,150,135.9467656323416,67
lx2_sx2_L20_SPLIT200,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,135.9467656323416,136.52123323002044,14.08395273040179,203.20969454454098,30,111,0,0,True,False,20.0,0.005,0.1,0.0004,lx2_sx2,long_max2,short_max2,200,135.9467656323416,68
lx2_sx2_L25_SPLIT250,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,135.9467656323416,136.52123323002044,14.08395273040179,203.20969454454098,30,111,0,0,True,False,25.0,0.004,0.1,0.0004,lx2_sx2,long_max2,short_max2,250,135.9467656323416,69
lx2_sx2_L30_SPLIT300,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,135.9467656323416,136.52123323002044,14.08395273040179,203.20969454454098,30,111,0,0,True,False,30.0,0.0033333333333333335,0.1,0.0004,lx2_sx2,long_max2,short_max2,300,135.9467656323416,70
lx2_sm2_L25_SPLIT300,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,130.5818011667158,130.5818011667158,17.861228594135085,189.39705856385464,52,236,0,0,True,False,25.0,0.0033333333333333335,0.08333333333333334,0.0004,lx2_sm2,long_max2,short_main2,300,130.5818011667158,71
lx2_sx2_L12_SPLIT125,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,128.2891643220679,128.82271051377128,13.55910746043898,197.79639330131982,30,111,0,0,True,False,12.0,0.008,0.096,0.0004,lx2_sx2,long_max2,short_max2,125,128.2891643220679,72
lx2_sx2_L7_SPLIT75,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,123.30998499178483,123.81736856514749,13.207504311781152,194.25667996139052,30,111,0,0,True,False,7.0,0.013333333333333334,0.09333333333333334,0.0004,lx2_sx2,long_max2,short_max2,75,123.30998499178483,73
lx2_sm2_L10_SPLIT125,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,123.14403989086146,123.14403989086146,17.209623557700922,184.74179063419822,52,236,0,0,True,False,10.0,0.008,0.08,0.0004,lx2_sm2,long_max2,short_main2,125,123.14403989086146,74
