run_label,strategy,family,tag,side,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,symbol_files,errors,position_fraction,fee_per_side,cost_pct_round_trip,name,stop_atr,rr,hold,cooldown,fail_bars,fail_pnl,use_fail_exit,verdict,note
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_035,hold_expand,longer_fixed_hold,long,431,147,284,34.106728538283065,0.5410372284997633,0.5410372284997633,3.6135365309295286,96.90795011967248,597,0,0.01,0.0004,0.08,A016_HOLD_035,0.85,3.0,12,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_036,hold_expand,longer_fixed_hold,long,431,142,289,32.94663573085847,0.6904882304408888,0.6904882304408888,3.676254912472099,96.98884921047716,597,0,0.01,0.0004,0.08,A016_HOLD_036,0.85,4.0,12,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_037,hold_expand,longer_fixed_hold,long,431,142,289,32.94663573085847,0.8695748780942258,0.8695748780942258,3.676254912472099,97.16135217644856,597,0,0.01,0.0004,0.08,A016_HOLD_037,0.85,5.0,12,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_038,hold_expand,longer_fixed_hold,long,431,155,276,35.96287703016242,0.2798917272121004,0.2798917272121004,3.5021724948249067,96.76791694130148,597,0,0.01,0.0004,0.08,A016_HOLD_038,0.85,2.0,24,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_039,hold_expand,longer_fixed_hold,long,431,126,305,29.23433874709977,0.5044391727969888,0.5044391727969888,3.8066698104298746,96.67856702866426,597,0,0.01,0.0004,0.08,A016_HOLD_039,0.85,3.0,24,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_040,hold_expand,longer_fixed_hold,long,431,113,318,26.218097447795824,0.45365143342253056,0.45365143342253056,3.9471230479030117,96.48862220523377,597,0,0.01,0.0004,0.08,A016_HOLD_040,0.85,4.0,24,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_041,hold_expand,longer_fixed_hold,long,431,110,321,25.52204176334107,0.7445221688608505,0.7445221688608505,3.974834708543007,96.74009393473717,597,0,0.01,0.0004,0.08,A016_HOLD_041,0.85,5.0,24,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_042,hold_expand,longer_fixed_hold,long,431,149,282,34.5707656612529,0.18224010668712598,0.18224010668712598,3.5634825162102923,96.61226349613752,597,0,0.01,0.0004,0.08,A016_HOLD_042,0.85,2.0,36,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_043,hold_expand,longer_fixed_hold,long,431,115,316,26.68213457076566,0.36246754573525664,0.36246754573525664,3.883320993773487,96.46507077366262,597,0,0.01,0.0004,0.08,A016_HOLD_043,0.85,3.0,36,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_044,hold_expand,longer_fixed_hold,long,431,98,333,22.73781902552204,0.3332705281663184,0.3332705281663184,4.063633277517587,96.25609435856201,597,0,0.01,0.0004,0.08,A016_HOLD_044,0.85,4.0,36,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_045,hold_expand,longer_fixed_hold,long,431,94,337,21.809744779582367,0.7539010591286033,0.7539010591286033,4.10554593435527,96.61740337049122,597,0,0.01,0.0004,0.08,A016_HOLD_045,0.85,5.0,36,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_046,hold_expand,longer_fixed_hold,long,431,148,283,34.33874709976798,0.16123265062608638,0.16123265062608638,3.564254008332912,96.59123190108049,597,0,0.01,0.0004,0.08,A016_HOLD_046,0.85,2.0,60,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_047,hold_expand,longer_fixed_hold,long,431,112,319,25.986078886310903,0.3098378294898785,0.3098378294898785,3.915886981418726,96.38181794884265,597,0,0.01,0.0004,0.08,A016_HOLD_047,0.85,3.0,60,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_048,hold_expand,longer_fixed_hold,long,431,93,338,21.57772621809745,0.29499244073494246,0.29499244073494246,4.1098685880772585,96.17300005099871,597,0,0.01,0.0004,0.08,A016_HOLD_048,0.85,4.0,60,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_049,hold_expand,longer_fixed_hold,long,431,86,345,19.953596287703014,0.6984452577334155,0.6984452577334155,4.174474321625388,96.49481451817334,597,0,0.01,0.0004,0.08,A016_HOLD_049,0.85,5.0,60,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_050,hold_expand,longer_fixed_hold,long,431,146,285,33.874709976798144,0.13169898152665116,0.13169898152665116,3.5877249823969226,96.53924900186793,597,0,0.01,0.0004,0.08,A016_HOLD_050,0.85,2.0,96,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_051,hold_expand,longer_fixed_hold,long,431,108,323,25.05800464037123,0.2296828001965734,0.2296828001965734,3.9624299741295554,96.25815180594661,597,0,0.01,0.0004,0.08,A016_HOLD_051,0.85,3.0,96,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_052,hold_expand,longer_fixed_hold,long,431,88,343,20.417633410672853,0.3148927195902651,0.3148927195902651,4.163545718870443,96.1382362983743,597,0,0.01,0.0004,0.08,A016_HOLD_052,0.85,4.0,96,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_053,hold_expand,longer_fixed_hold,long,431,81,350,18.793503480278424,0.8123870762956731,0.8123870762956731,4.228115287587563,96.54992312654086,597,0,0.01,0.0004,0.08,A016_HOLD_053,0.85,5.0,96,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_054,hold_expand,longer_fixed_hold,long,431,146,285,33.874709976798144,0.13169898152665116,0.13169898152665116,3.5877249823969226,96.53924900186793,597,0,0.01,0.0004,0.08,A016_HOLD_054,0.85,2.0,144,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_055,hold_expand,longer_fixed_hold,long,431,108,323,25.05800464037123,0.2296828001965734,0.2296828001965734,3.9624299741295554,96.25815180594661,597,0,0.01,0.0004,0.08,A016_HOLD_055,0.85,3.0,144,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_056,hold_expand,longer_fixed_hold,long,431,88,343,20.417633410672853,0.3879851833234804,0.3879851833234804,4.163545718870443,96.20828552396293,597,0,0.01,0.0004,0.08,A016_HOLD_056,0.85,4.0,144,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_057,hold_expand,longer_fixed_hold,long,431,81,350,18.793503480278424,0.9270697439148101,0.9270697439148101,4.228115287587563,96.65975687875817,597,0,0.01,0.0004,0.08,A016_HOLD_057,0.85,5.0,144,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_058,hold_expand,longer_fixed_hold,long,431,146,285,33.874709976798144,0.13169898152665116,0.13169898152665116,3.5877249823969226,96.53924900186793,597,0,0.01,0.0004,0.08,A016_HOLD_058,0.85,2.0,240,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_059,hold_expand,longer_fixed_hold,long,431,108,323,25.05800464037123,0.2296828001965734,0.2296828001965734,3.9624299741295554,96.25815180594661,597,0,0.01,0.0004,0.08,A016_HOLD_059,0.85,3.0,240,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_060,hold_expand,longer_fixed_hold,long,431,87,344,20.185614849187935,0.3613270026515458,0.3613270026515458,4.1707044727410825,96.17555264844965,597,0,0.01,0.0004,0.08,A016_HOLD_060,0.85,4.0,240,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_061,hold_expand,longer_fixed_hold,long,431,78,353,18.097447795823665,0.8201881403803402,0.8201881403803402,4.258877155440977,96.52638017959707,597,0,0.01,0.0004,0.08,A016_HOLD_061,0.85,5.0,240,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_062,hold_expand,longer_fixed_hold,long,431,146,285,33.874709976798144,0.13169898152665116,0.13169898152665116,3.5877249823969226,96.53924900186793,597,0,0.01,0.0004,0.08,A016_HOLD_062,0.85,2.0,360,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_063,hold_expand,longer_fixed_hold,long,431,108,323,25.05800464037123,0.2296828001965734,0.2296828001965734,3.9624299741295554,96.25815180594661,597,0,0.01,0.0004,0.08,A016_HOLD_063,0.85,3.0,360,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_064,hold_expand,longer_fixed_hold,long,431,87,344,20.185614849187935,0.3613270026515458,0.3613270026515458,4.1707044727410825,96.17555264844965,597,0,0.01,0.0004,0.08,A016_HOLD_064,0.85,4.0,360,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_HOLD_065,hold_expand,longer_fixed_hold,long,431,78,353,18.097447795823665,0.8802293138452377,0.8802293138452377,4.258877155440977,96.58386427324142,597,0,0.01,0.0004,0.08,A016_HOLD_065,0.85,5.0,360,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_FAIL_066,fail_exit_relax,relax_fail_exit,long,431,123,308,28.538283062645007,0.06792962997117513,0.06792962997117513,3.80389983672218,96.26144581816544,597,0,0.01,0.0004,0.08,A016_FAIL_066,0.85,2.5,60,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_FAIL_067,fail_exit_relax,relax_fail_exit,long,431,101,330,23.4338747099768,0.3306626468116969,0.3306626468116969,4.020581946169576,96.29678613796169,597,0,0.01,0.0004,0.08,A016_FAIL_067,0.85,3.5,60,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_FAIL_068,fail_exit_relax,relax_fail_exit,long,431,86,345,19.953596287703014,0.6984452577334155,0.6984452577334155,4.174474321625388,96.49481451817334,597,0,0.01,0.0004,0.08,A016_FAIL_068,0.85,5.0,60,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_FAIL_069,fail_exit_relax,relax_fail_exit,long,431,81,350,18.793503480278424,1.197135071398625,1.197135071398625,4.21634203733392,96.93031772480566,597,0,0.01,0.0004,0.08,A016_FAIL_069,0.85,7.0,60,48,5,-0.42,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_FAIL_070,fail_exit_relax,relax_fail_exit,long,431,127,304,29.466357308584683,0.014940193755896836,0.014940193755896836,3.9637968880113505,96.0505511068094,597,0,0.01,0.0004,0.08,A016_FAIL_070,0.85,2.5,60,48,8,-0.6,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_FAIL_071,fail_exit_relax,relax_fail_exit,long,431,103,328,23.897911832946637,0.1260076674966193,0.1260076674966193,4.234433822368988,95.88623813383639,597,0,0.01,0.0004,0.08,A016_FAIL_071,0.85,3.5,60,48,8,-0.6,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_FAIL_072,fail_exit_relax,relax_fail_exit,long,431,88,343,20.417633410672853,0.4773880101863526,0.4773880101863526,4.402875140833973,96.05349407132657,597,0,0.01,0.0004,0.08,A016_FAIL_072,0.85,5.0,60,48,8,-0.6,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_FAIL_073,fail_exit_relax,relax_fail_exit,long,431,83,348,19.25754060324826,0.9682163111990327,0.9682163111990327,4.451046640899303,96.47407391070347,597,0,0.01,0.0004,0.08,A016_FAIL_073,0.85,7.0,60,48,8,-0.6,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_FAIL_074,fail_exit_relax,relax_fail_exit,long,431,131,300,30.39443155452436,0.01374865204017972,0.01374865204017972,4.131864562477805,95.8813160138809,597,0,0.01,0.0004,0.08,A016_FAIL_074,0.85,2.5,60,48,12,-0.8,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_FAIL_075,fail_exit_relax,relax_fail_exit,long,431,106,325,24.593967517401392,0.11572568470195055,0.11572568470195055,4.433447912968069,95.67714713378071,597,0,0.01,0.0004,0.08,A016_FAIL_075,0.85,3.5,60,48,12,-0.8,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_FAIL_076,fail_exit_relax,relax_fail_exit,long,431,91,340,21.11368909512761,0.48790034957411077,0.48790034957411077,4.613271759968796,95.85212042056162,597,0,0.01,0.0004,0.08,A016_FAIL_076,0.85,5.0,60,48,12,-0.8,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_FAIL_077,fail_exit_relax,relax_fail_exit,long,431,86,345,19.953596287703014,1.0376894989220231,1.0376894989220231,4.673217182555001,96.31597883240183,597,0,0.01,0.0004,0.08,A016_FAIL_077,0.85,7.0,60,48,12,-0.8,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_FAIL_078,fail_exit_relax,relax_fail_exit,long,431,132,299,30.62645011600928,-0.0566818388557655,0.0,4.2306208709556365,95.76937912904437,597,0,0.01,0.0004,0.08,A016_FAIL_078,0.85,2.5,60,48,24,-1.2,1,invalid_no_peak,max_return <= 0
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_FAIL_079,fail_exit_relax,relax_fail_exit,long,431,107,324,24.825986078886313,0.028281091067827724,0.028281091067827724,4.53975773995503,95.48723945809209,597,0,0.01,0.0004,0.08,A016_FAIL_079,0.85,3.5,60,48,24,-1.2,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_FAIL_080,fail_exit_relax,relax_fail_exit,long,431,92,339,21.34570765661253,0.3896184396759539,0.3896184396759539,4.72935776285166,95.64183422690198,597,0,0.01,0.0004,0.08,A016_FAIL_080,0.85,5.0,60,48,24,-1.2,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_FAIL_081,fail_exit_relax,relax_fail_exit,long,431,87,344,20.185614849187935,0.9292467438657193,0.9292467438657193,4.798307261919799,96.08635136795385,597,0,0.01,0.0004,0.08,A016_FAIL_081,0.85,7.0,60,48,24,-1.2,1,mdd_under5,official candidate pool
LONG_A016_EXIT_STRUCTURE_V20_1H,A016_FAIL_082,fail_exit_relax,relax_fail_exit,long,431,132,299,30.62645011600928,-0.0795674887677511,0.0,4.252550746042472,95.74744925395753,597,0,0.01,0.0004,0.08,A016_FAIL_082,0.85,2.5,60,48,48,-2.0,1,invalid_no_peak,max_return <= 0
