run_label,strategy,family,tag,side,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,symbol_files,errors,position_fraction,fee_per_side,cost_pct_round_trip,name,stop_atr,rr,hold,cooldown,entry_kind,min_market_count,breadth20_min,breadth60_min,market_ret20_median_min,market_ret60_median_min,xrank_ret20_min,xrank_ret60_min,xrank_ret120_min,xrank_dd20_min,xrank_dd60_min,xsafe_atrp_min,xsafe_range20_min,ret20_min,ret60_min,ret120_min,ret20_max,ret60_max,atrp_min,atrp_max,range20_max,range60_max,volr_min,volr_max,rsi_min,rsi_max,ema20_pos_min,ema50_pos_min,ema100_pos_min,close_pos_min,upper_wick_max,body_atr_max,fail_bars,fail_pnl,verdict,note
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_C_040_SAFE50_RR150,relative_strength_safe_vol,relative_strength_with_safer_volatility,long,24096,12647,11449,52.485889774236384,-0.22300581770152705,0.0,32.394620345121794,67.6053796548782,597,0,0.01,0.0004,0.08,XSL_C_040_SAFE50_RR150,1.0,1.5,30,24,close_above_prev,80,0.42,0.36,-0.015,-0.04,0.62,0.68,0.48,0.55,0.55,0.5,0.5,-0.02,-0.03,-0.08,0.28,0.7,0.001,0.06,0.14,0.25,0.3,2.4,35.0,72.0,0.97,0.94,0.88,0.45,0.7,1.8,8,-0.52,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_C_041_SAFE50_RR200,relative_strength_safe_vol,relative_strength_with_safer_volatility,long,23591,11591,12000,49.13314399559154,10.051082958410573,10.051082958410573,33.64880803776232,73.02020531025643,597,0,0.01,0.0004,0.08,XSL_C_041_SAFE50_RR200,1.0,2.0,30,24,close_above_prev,80,0.42,0.36,-0.015,-0.04,0.62,0.68,0.48,0.55,0.55,0.5,0.5,-0.02,-0.03,-0.08,0.28,0.7,0.001,0.06,0.14,0.25,0.3,2.4,35.0,72.0,0.97,0.94,0.88,0.45,0.7,1.8,8,-0.52,valid_any_mdd,research only; MDD >= 5
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_C_042_SAFE50_RR260,relative_strength_safe_vol,relative_strength_with_safer_volatility,long,23060,10590,12470,45.923677363399825,21.905833606988235,21.905833606988235,34.73351077046745,79.56365776127686,597,0,0.01,0.0004,0.08,XSL_C_042_SAFE50_RR260,1.0,2.6,30,24,close_above_prev,80,0.42,0.36,-0.015,-0.04,0.62,0.68,0.48,0.55,0.55,0.5,0.5,-0.02,-0.03,-0.08,0.28,0.7,0.001,0.06,0.14,0.25,0.3,2.4,35.0,72.0,0.97,0.94,0.88,0.45,0.7,1.8,8,-0.52,valid_any_mdd,research only; MDD >= 5
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_C_043_SAFE65_RR150,relative_strength_safe_vol,relative_strength_with_safer_volatility,long,13431,7235,6196,53.86791750428114,-0.5797725846879209,0.0,17.218738131191003,82.781261868809,597,0,0.01,0.0004,0.08,XSL_C_043_SAFE65_RR150,1.0,1.5,30,24,close_above_prev,80,0.42,0.36,-0.015,-0.04,0.62,0.68,0.48,0.55,0.55,0.65,0.65,-0.02,-0.03,-0.08,0.28,0.7,0.001,0.06,0.14,0.25,0.3,2.4,35.0,72.0,0.97,0.94,0.88,0.45,0.7,1.8,8,-0.52,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_C_044_SAFE65_RR200,relative_strength_safe_vol,relative_strength_with_safer_volatility,long,13193,6505,6688,49.30645039035853,3.419460861280732,3.419460861280732,18.432391065582053,84.35678139741289,597,0,0.01,0.0004,0.08,XSL_C_044_SAFE65_RR200,1.0,2.0,30,24,close_above_prev,80,0.42,0.36,-0.015,-0.04,0.62,0.68,0.48,0.55,0.55,0.65,0.65,-0.02,-0.03,-0.08,0.28,0.7,0.001,0.06,0.14,0.25,0.3,2.4,35.0,72.0,0.97,0.94,0.88,0.45,0.7,1.8,8,-0.52,valid_any_mdd,research only; MDD >= 5
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_C_045_SAFE65_RR260,relative_strength_safe_vol,relative_strength_with_safer_volatility,long,12953,5962,6991,46.0279471937003,8.663723409016466,8.663723409016466,19.166148081452484,87.83707326962443,597,0,0.01,0.0004,0.08,XSL_C_045_SAFE65_RR260,1.0,2.6,30,24,close_above_prev,80,0.42,0.36,-0.015,-0.04,0.62,0.68,0.48,0.55,0.55,0.65,0.65,-0.02,-0.03,-0.08,0.28,0.7,0.001,0.06,0.14,0.25,0.3,2.4,35.0,72.0,0.97,0.94,0.88,0.45,0.7,1.8,8,-0.52,valid_any_mdd,research only; MDD >= 5
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_D_046_BR2052_RR140,breadth_gated_relative_long,market_breadth_gated_relative_strength,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XSL_D_046_BR2052_RR140,1.0,1.4,18,18,close_above_prev,80,0.52,0.42,0.0,-0.02,0.55,0.58,0.42,0.5,0.5,0.25,0.25,-0.02,-0.03,-0.08,0.25,0.65,0.001,0.08,0.18,0.3,0.3,3.0,35.0,78.0,0.97,0.94,0.88,0.45,0.7,1.8,6,-0.42,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_D_047_BR2052_RR190,breadth_gated_relative_long,market_breadth_gated_relative_strength,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XSL_D_047_BR2052_RR190,1.0,1.9,18,18,close_above_prev,80,0.52,0.42,0.0,-0.02,0.55,0.58,0.42,0.5,0.5,0.25,0.25,-0.02,-0.03,-0.08,0.25,0.65,0.001,0.08,0.18,0.3,0.3,3.0,35.0,78.0,0.97,0.94,0.88,0.45,0.7,1.8,6,-0.42,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_D_048_BR2052_RR240,breadth_gated_relative_long,market_breadth_gated_relative_strength,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XSL_D_048_BR2052_RR240,1.0,2.4,18,18,close_above_prev,80,0.52,0.42,0.0,-0.02,0.55,0.58,0.42,0.5,0.5,0.25,0.25,-0.02,-0.03,-0.08,0.25,0.65,0.001,0.08,0.18,0.3,0.3,3.0,35.0,78.0,0.97,0.94,0.88,0.45,0.7,1.8,6,-0.42,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_D_049_BR2057_RR140,breadth_gated_relative_long,market_breadth_gated_relative_strength,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XSL_D_049_BR2057_RR140,1.0,1.4,18,18,close_above_prev,80,0.58,0.45999999999999996,0.0,-0.02,0.55,0.58,0.42,0.5,0.5,0.25,0.25,-0.02,-0.03,-0.08,0.25,0.65,0.001,0.08,0.18,0.3,0.3,3.0,35.0,78.0,0.97,0.94,0.88,0.45,0.7,1.8,6,-0.42,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_D_050_BR2057_RR190,breadth_gated_relative_long,market_breadth_gated_relative_strength,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XSL_D_050_BR2057_RR190,1.0,1.9,18,18,close_above_prev,80,0.58,0.45999999999999996,0.0,-0.02,0.55,0.58,0.42,0.5,0.5,0.25,0.25,-0.02,-0.03,-0.08,0.25,0.65,0.001,0.08,0.18,0.3,0.3,3.0,35.0,78.0,0.97,0.94,0.88,0.45,0.7,1.8,6,-0.42,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_D_051_BR2057_RR240,breadth_gated_relative_long,market_breadth_gated_relative_strength,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XSL_D_051_BR2057_RR240,1.0,2.4,18,18,close_above_prev,80,0.58,0.45999999999999996,0.0,-0.02,0.55,0.58,0.42,0.5,0.5,0.25,0.25,-0.02,-0.03,-0.08,0.25,0.65,0.001,0.08,0.18,0.3,0.3,3.0,35.0,78.0,0.97,0.94,0.88,0.45,0.7,1.8,6,-0.42,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_D_052_BR2064_RR140,breadth_gated_relative_long,market_breadth_gated_relative_strength,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XSL_D_052_BR2064_RR140,1.0,1.4,18,18,close_above_prev,80,0.64,0.52,0.0,-0.02,0.55,0.58,0.42,0.5,0.5,0.25,0.25,-0.02,-0.03,-0.08,0.25,0.65,0.001,0.08,0.18,0.3,0.3,3.0,35.0,78.0,0.97,0.94,0.88,0.45,0.7,1.8,6,-0.42,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_D_053_BR2064_RR190,breadth_gated_relative_long,market_breadth_gated_relative_strength,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XSL_D_053_BR2064_RR190,1.0,1.9,18,18,close_above_prev,80,0.64,0.52,0.0,-0.02,0.55,0.58,0.42,0.5,0.5,0.25,0.25,-0.02,-0.03,-0.08,0.25,0.65,0.001,0.08,0.18,0.3,0.3,3.0,35.0,78.0,0.97,0.94,0.88,0.45,0.7,1.8,6,-0.42,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_RELATIVE_SAFETY_V7_LOWMEM_1H,XSL_D_054_BR2064_RR240,breadth_gated_relative_long,market_breadth_gated_relative_strength,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XSL_D_054_BR2064_RR240,1.0,2.4,18,18,close_above_prev,80,0.64,0.52,0.0,-0.02,0.55,0.58,0.42,0.5,0.5,0.25,0.25,-0.02,-0.03,-0.08,0.25,0.65,0.001,0.08,0.18,0.3,0.3,3.0,35.0,78.0,0.97,0.94,0.88,0.45,0.7,1.8,6,-0.42,invalid_zero_trade,0 trades
