period,scenario,selected_after_cap,selected_before_cap,spec
EX_2025Q4,btc_rb_z4_gap0.5_cd144_h144_k1_short_cap50,93857,95333,btc_rb_z4_gap0.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4_gap0.5_cd144_h144_k1_short_cap50,92802,94048,btc_rb_z4_gap0.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4_gap0.5_cd144_h144_k1_short_cap50,7937,9273,btc_rb_z4_gap0.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0.5_cd144_h144_k1_short_cap50,1055,1285,btc_rb_z4_gap0.5_cd144_h144_k1_short
BASE,btc_rb_z4_gap0.5_cd144_h144_k1_short_capnone,104606,104606,btc_rb_z4_gap0.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4_gap0.5_cd144_h144_k1_short_capnone,95333,95333,btc_rb_z4_gap0.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4_gap0.5_cd144_h144_k1_short_capnone,94048,94048,btc_rb_z4_gap0.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4_gap0.5_cd144_h144_k1_short_capnone,9273,9273,btc_rb_z4_gap0.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0.5_cd144_h144_k1_short_capnone,1285,1285,btc_rb_z4_gap0.5_cd144_h144_k1_short
BASE,btc_rb_z4_gap0.5_cd144_h144_k1_short_cap50,101784,104606,btc_rb_z4_gap0.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4_gap0.5_cd144_h144_k1_short_cap50,93857,95333,btc_rb_z4_gap0.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4_gap0.5_cd144_h144_k1_short_cap50,92802,94048,btc_rb_z4_gap0.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4_gap0.5_cd144_h144_k1_short_cap50,7937,9273,btc_rb_z4_gap0.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0.5_cd144_h144_k1_short_cap50,1055,1285,btc_rb_z4_gap0.5_cd144_h144_k1_short
BASE,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,97681,97681,btc_rb_z4_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,89354,89354,btc_rb_z4_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,88183,88183,btc_rb_z4_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,8327,8327,btc_rb_z4_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,1171,1171,btc_rb_z4_gap1_cd144_h144_k1_short
BASE,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,96337,97681,btc_rb_z4_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,88704,89354,btc_rb_z4_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,87670,88183,btc_rb_z4_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,7640,8327,btc_rb_z4_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,1034,1171,btc_rb_z4_gap1_cd144_h144_k1_short
BASE,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,97681,97681,btc_rb_z4_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,89354,89354,btc_rb_z4_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,88183,88183,btc_rb_z4_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,8327,8327,btc_rb_z4_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,1171,1171,btc_rb_z4_gap1_cd144_h144_k1_short
BASE,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,96337,97681,btc_rb_z4_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,88704,89354,btc_rb_z4_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,87670,88183,btc_rb_z4_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,7640,8327,btc_rb_z4_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,1034,1171,btc_rb_z4_gap1_cd144_h144_k1_short
BASE,btc_rb_z4_gap1.5_cd144_h144_k1_short_capnone,92903,92903,btc_rb_z4_gap1.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4_gap1.5_cd144_h144_k1_short_capnone,85227,85227,btc_rb_z4_gap1.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4_gap1.5_cd144_h144_k1_short_capnone,84169,84169,btc_rb_z4_gap1.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4_gap1.5_cd144_h144_k1_short_capnone,7676,7676,btc_rb_z4_gap1.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1.5_cd144_h144_k1_short_capnone,1058,1058,btc_rb_z4_gap1.5_cd144_h144_k1_short
BASE,btc_rb_z4_gap1.5_cd144_h144_k1_short_cap50,92289,92903,btc_rb_z4_gap1.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4_gap1.5_cd144_h144_k1_short_cap50,84958,85227,btc_rb_z4_gap1.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4_gap1.5_cd144_h144_k1_short_cap50,83966,84169,btc_rb_z4_gap1.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4_gap1.5_cd144_h144_k1_short_cap50,7338,7676,btc_rb_z4_gap1.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1.5_cd144_h144_k1_short_cap50,992,1058,btc_rb_z4_gap1.5_cd144_h144_k1_short
BASE,btc_rb_z4_gap1.5_cd144_h144_k1_short_capnone,92903,92903,btc_rb_z4_gap1.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4_gap1.5_cd144_h144_k1_short_capnone,85227,85227,btc_rb_z4_gap1.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4_gap1.5_cd144_h144_k1_short_capnone,84169,84169,btc_rb_z4_gap1.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4_gap1.5_cd144_h144_k1_short_capnone,7676,7676,btc_rb_z4_gap1.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1.5_cd144_h144_k1_short_capnone,1058,1058,btc_rb_z4_gap1.5_cd144_h144_k1_short
BASE,btc_rb_z4_gap1.5_cd144_h144_k1_short_cap50,92289,92903,btc_rb_z4_gap1.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4_gap1.5_cd144_h144_k1_short_cap50,84958,85227,btc_rb_z4_gap1.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4_gap1.5_cd144_h144_k1_short_cap50,83966,84169,btc_rb_z4_gap1.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4_gap1.5_cd144_h144_k1_short_cap50,7338,7676,btc_rb_z4_gap1.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1.5_cd144_h144_k1_short_cap50,992,1058,btc_rb_z4_gap1.5_cd144_h144_k1_short
BASE,btc_rb_z4.25_gap0.5_cd120_h120_k1_short_capnone,98395,98395,btc_rb_z4.25_gap0.5_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.25_gap0.5_cd120_h120_k1_short_capnone,89424,89424,btc_rb_z4.25_gap0.5_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.25_gap0.5_cd120_h120_k1_short_capnone,88163,88163,btc_rb_z4.25_gap0.5_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap0.5_cd120_h120_k1_short_capnone,8971,8971,btc_rb_z4.25_gap0.5_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap0.5_cd120_h120_k1_short_capnone,1261,1261,btc_rb_z4.25_gap0.5_cd120_h120_k1_short
BASE,btc_rb_z4.25_gap0.5_cd120_h120_k1_short_cap50,97704,98395,btc_rb_z4.25_gap0.5_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.25_gap0.5_cd120_h120_k1_short_cap50,89143,89424,btc_rb_z4.25_gap0.5_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.25_gap0.5_cd120_h120_k1_short_cap50,87970,88163,btc_rb_z4.25_gap0.5_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap0.5_cd120_h120_k1_short_cap50,8565,8971,btc_rb_z4.25_gap0.5_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap0.5_cd120_h120_k1_short_cap50,1173,1261,btc_rb_z4.25_gap0.5_cd120_h120_k1_short
BASE,btc_rb_z4.25_gap0.5_cd144_h120_k1_short_capnone,95871,95871,btc_rb_z4.25_gap0.5_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.25_gap0.5_cd144_h120_k1_short_capnone,87079,87079,btc_rb_z4.25_gap0.5_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.25_gap0.5_cd144_h120_k1_short_capnone,85852,85852,btc_rb_z4.25_gap0.5_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap0.5_cd144_h120_k1_short_capnone,8792,8792,btc_rb_z4.25_gap0.5_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap0.5_cd144_h120_k1_short_capnone,1227,1227,btc_rb_z4.25_gap0.5_cd144_h120_k1_short
BASE,btc_rb_z4.25_gap0.5_cd144_h120_k1_short_cap50,95302,95871,btc_rb_z4.25_gap0.5_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.25_gap0.5_cd144_h120_k1_short_cap50,86859,87079,btc_rb_z4.25_gap0.5_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.25_gap0.5_cd144_h120_k1_short_cap50,85702,85852,btc_rb_z4.25_gap0.5_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap0.5_cd144_h120_k1_short_cap50,8448,8792,btc_rb_z4.25_gap0.5_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap0.5_cd144_h120_k1_short_cap50,1157,1227,btc_rb_z4.25_gap0.5_cd144_h120_k1_short
BASE,btc_rb_z4.25_gap1_cd120_h120_k1_short_capnone,90706,90706,btc_rb_z4.25_gap1_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.25_gap1_cd120_h120_k1_short_capnone,82767,82767,btc_rb_z4.25_gap1_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1_cd120_h120_k1_short_capnone,81633,81633,btc_rb_z4.25_gap1_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1_cd120_h120_k1_short_capnone,7939,7939,btc_rb_z4.25_gap1_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1_cd120_h120_k1_short_capnone,1134,1134,btc_rb_z4.25_gap1_cd120_h120_k1_short
BASE,btc_rb_z4.25_gap1_cd120_h120_k1_short_cap50,90527,90706,btc_rb_z4.25_gap1_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.25_gap1_cd120_h120_k1_short_cap50,82689,82767,btc_rb_z4.25_gap1_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1_cd120_h120_k1_short_cap50,81588,81633,btc_rb_z4.25_gap1_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1_cd120_h120_k1_short_cap50,7843,7939,btc_rb_z4.25_gap1_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1_cd120_h120_k1_short_cap50,1101,1134,btc_rb_z4.25_gap1_cd120_h120_k1_short
BASE,btc_rb_z4.25_gap1_cd144_h120_k1_short_capnone,88567,88567,btc_rb_z4.25_gap1_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.25_gap1_cd144_h120_k1_short_capnone,80762,80762,btc_rb_z4.25_gap1_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1_cd144_h120_k1_short_capnone,79656,79656,btc_rb_z4.25_gap1_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1_cd144_h120_k1_short_capnone,7805,7805,btc_rb_z4.25_gap1_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1_cd144_h120_k1_short_capnone,1106,1106,btc_rb_z4.25_gap1_cd144_h120_k1_short
BASE,btc_rb_z4.25_gap1_cd144_h120_k1_short_cap50,88425,88567,btc_rb_z4.25_gap1_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.25_gap1_cd144_h120_k1_short_cap50,80706,80762,btc_rb_z4.25_gap1_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1_cd144_h120_k1_short_cap50,79626,79656,btc_rb_z4.25_gap1_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1_cd144_h120_k1_short_cap50,7725,7805,btc_rb_z4.25_gap1_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1_cd144_h120_k1_short_cap50,1080,1106,btc_rb_z4.25_gap1_cd144_h120_k1_short
BASE,btc_rb_z4.25_gap1.5_cd120_h120_k1_short_capnone,85502,85502,btc_rb_z4.25_gap1.5_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.25_gap1.5_cd120_h120_k1_short_capnone,78257,78257,btc_rb_z4.25_gap1.5_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1.5_cd120_h120_k1_short_capnone,77244,77244,btc_rb_z4.25_gap1.5_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1.5_cd120_h120_k1_short_capnone,7245,7245,btc_rb_z4.25_gap1.5_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1.5_cd120_h120_k1_short_capnone,1013,1013,btc_rb_z4.25_gap1.5_cd120_h120_k1_short
BASE,btc_rb_z4.25_gap1.5_cd120_h120_k1_short_cap50,85476,85502,btc_rb_z4.25_gap1.5_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.25_gap1.5_cd120_h120_k1_short_cap50,78246,78257,btc_rb_z4.25_gap1.5_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1.5_cd120_h120_k1_short_cap50,77236,77244,btc_rb_z4.25_gap1.5_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1.5_cd120_h120_k1_short_cap50,7235,7245,btc_rb_z4.25_gap1.5_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1.5_cd120_h120_k1_short_cap50,1010,1013,btc_rb_z4.25_gap1.5_cd120_h120_k1_short
BASE,btc_rb_z4.25_gap1.5_cd144_h120_k1_short_capnone,83561,83561,btc_rb_z4.25_gap1.5_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.25_gap1.5_cd144_h120_k1_short_capnone,76440,76440,btc_rb_z4.25_gap1.5_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1.5_cd144_h120_k1_short_capnone,75452,75452,btc_rb_z4.25_gap1.5_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1.5_cd144_h120_k1_short_capnone,7121,7121,btc_rb_z4.25_gap1.5_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1.5_cd144_h120_k1_short_capnone,988,988,btc_rb_z4.25_gap1.5_cd144_h120_k1_short
BASE,btc_rb_z4.25_gap1.5_cd144_h120_k1_short_cap50,83541,83561,btc_rb_z4.25_gap1.5_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.25_gap1.5_cd144_h120_k1_short_cap50,76431,76440,btc_rb_z4.25_gap1.5_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1.5_cd144_h120_k1_short_cap50,75445,75452,btc_rb_z4.25_gap1.5_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1.5_cd144_h120_k1_short_cap50,7115,7121,btc_rb_z4.25_gap1.5_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1.5_cd144_h120_k1_short_cap50,986,988,btc_rb_z4.25_gap1.5_cd144_h120_k1_short
BASE,btc_rb_z4.25_gap0.5_cd144_h144_k1_short_capnone,95865,95865,btc_rb_z4.25_gap0.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.25_gap0.5_cd144_h144_k1_short_capnone,87079,87079,btc_rb_z4.25_gap0.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.25_gap0.5_cd144_h144_k1_short_capnone,85852,85852,btc_rb_z4.25_gap0.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap0.5_cd144_h144_k1_short_capnone,8786,8786,btc_rb_z4.25_gap0.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap0.5_cd144_h144_k1_short_capnone,1227,1227,btc_rb_z4.25_gap0.5_cd144_h144_k1_short
BASE,btc_rb_z4.25_gap0.5_cd144_h144_k1_short_cap50,93841,95865,btc_rb_z4.25_gap0.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.25_gap0.5_cd144_h144_k1_short_cap50,86108,87079,btc_rb_z4.25_gap0.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.25_gap0.5_cd144_h144_k1_short_cap50,85071,85852,btc_rb_z4.25_gap0.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap0.5_cd144_h144_k1_short_cap50,7745,8786,btc_rb_z4.25_gap0.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap0.5_cd144_h144_k1_short_cap50,1037,1227,btc_rb_z4.25_gap0.5_cd144_h144_k1_short
BASE,btc_rb_z4.25_gap0.5_cd144_h144_k1_short_capnone,95865,95865,btc_rb_z4.25_gap0.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.25_gap0.5_cd144_h144_k1_short_capnone,87079,87079,btc_rb_z4.25_gap0.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.25_gap0.5_cd144_h144_k1_short_capnone,85852,85852,btc_rb_z4.25_gap0.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap0.5_cd144_h144_k1_short_capnone,8786,8786,btc_rb_z4.25_gap0.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap0.5_cd144_h144_k1_short_capnone,1227,1227,btc_rb_z4.25_gap0.5_cd144_h144_k1_short
BASE,btc_rb_z4.25_gap0.5_cd144_h144_k1_short_cap50,93841,95865,btc_rb_z4.25_gap0.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.25_gap0.5_cd144_h144_k1_short_cap50,86108,87079,btc_rb_z4.25_gap0.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.25_gap0.5_cd144_h144_k1_short_cap50,85071,85852,btc_rb_z4.25_gap0.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap0.5_cd144_h144_k1_short_cap50,7745,8786,btc_rb_z4.25_gap0.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap0.5_cd144_h144_k1_short_cap50,1037,1227,btc_rb_z4.25_gap0.5_cd144_h144_k1_short
BASE,btc_rb_z4.25_gap1_cd144_h144_k1_short_capnone,88562,88562,btc_rb_z4.25_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_capnone,80762,80762,btc_rb_z4.25_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_capnone,79656,79656,btc_rb_z4.25_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_capnone,7800,7800,btc_rb_z4.25_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1_cd144_h144_k1_short_capnone,1106,1106,btc_rb_z4.25_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.25_gap1_cd144_h144_k1_short_cap50,87728,88562,btc_rb_z4.25_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_cap50,80395,80762,btc_rb_z4.25_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_cap50,79393,79656,btc_rb_z4.25_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_cap50,7339,7800,btc_rb_z4.25_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1_cd144_h144_k1_short_cap50,1002,1106,btc_rb_z4.25_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.25_gap1_cd144_h144_k1_short_capnone,88562,88562,btc_rb_z4.25_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_capnone,80762,80762,btc_rb_z4.25_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_capnone,79656,79656,btc_rb_z4.25_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_capnone,7800,7800,btc_rb_z4.25_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1_cd144_h144_k1_short_capnone,1106,1106,btc_rb_z4.25_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.25_gap1_cd144_h144_k1_short_cap50,87728,88562,btc_rb_z4.25_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_cap50,80395,80762,btc_rb_z4.25_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_cap50,79393,79656,btc_rb_z4.25_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_cap50,7339,7800,btc_rb_z4.25_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1_cd144_h144_k1_short_cap50,1002,1106,btc_rb_z4.25_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.25_gap1.5_cd144_h144_k1_short_capnone,83556,83556,btc_rb_z4.25_gap1.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.25_gap1.5_cd144_h144_k1_short_capnone,76440,76440,btc_rb_z4.25_gap1.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1.5_cd144_h144_k1_short_capnone,75452,75452,btc_rb_z4.25_gap1.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1.5_cd144_h144_k1_short_capnone,7116,7116,btc_rb_z4.25_gap1.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1.5_cd144_h144_k1_short_capnone,988,988,btc_rb_z4.25_gap1.5_cd144_h144_k1_short
BASE,btc_rb_z4.25_gap1.5_cd144_h144_k1_short_cap50,83255,83556,btc_rb_z4.25_gap1.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.25_gap1.5_cd144_h144_k1_short_cap50,76309,76440,btc_rb_z4.25_gap1.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1.5_cd144_h144_k1_short_cap50,75363,75452,btc_rb_z4.25_gap1.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1.5_cd144_h144_k1_short_cap50,6953,7116,btc_rb_z4.25_gap1.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1.5_cd144_h144_k1_short_cap50,946,988,btc_rb_z4.25_gap1.5_cd144_h144_k1_short
BASE,btc_rb_z4.25_gap1.5_cd144_h144_k1_short_capnone,83556,83556,btc_rb_z4.25_gap1.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.25_gap1.5_cd144_h144_k1_short_capnone,76440,76440,btc_rb_z4.25_gap1.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1.5_cd144_h144_k1_short_capnone,75452,75452,btc_rb_z4.25_gap1.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1.5_cd144_h144_k1_short_capnone,7116,7116,btc_rb_z4.25_gap1.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1.5_cd144_h144_k1_short_capnone,988,988,btc_rb_z4.25_gap1.5_cd144_h144_k1_short
BASE,btc_rb_z4.25_gap1.5_cd144_h144_k1_short_cap50,83255,83556,btc_rb_z4.25_gap1.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.25_gap1.5_cd144_h144_k1_short_cap50,76309,76440,btc_rb_z4.25_gap1.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1.5_cd144_h144_k1_short_cap50,75363,75452,btc_rb_z4.25_gap1.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1.5_cd144_h144_k1_short_cap50,6953,7116,btc_rb_z4.25_gap1.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1.5_cd144_h144_k1_short_cap50,946,988,btc_rb_z4.25_gap1.5_cd144_h144_k1_short
BASE,btc_rb_z4.5_gap0.5_cd120_h120_k1_short_capnone,90573,90573,btc_rb_z4.5_gap0.5_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd120_h120_k1_short_capnone,82089,82089,btc_rb_z4.5_gap0.5_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd120_h120_k1_short_capnone,80872,80872,btc_rb_z4.5_gap0.5_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd120_h120_k1_short_capnone,8484,8484,btc_rb_z4.5_gap0.5_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd120_h120_k1_short_capnone,1217,1217,btc_rb_z4.5_gap0.5_cd120_h120_k1_short
BASE,btc_rb_z4.5_gap0.5_cd120_h120_k1_short_cap50,90107,90573,btc_rb_z4.5_gap0.5_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd120_h120_k1_short_cap50,81899,82089,btc_rb_z4.5_gap0.5_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd120_h120_k1_short_cap50,80748,80872,btc_rb_z4.5_gap0.5_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd120_h120_k1_short_cap50,8214,8484,btc_rb_z4.5_gap0.5_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd120_h120_k1_short_cap50,1151,1217,btc_rb_z4.5_gap0.5_cd120_h120_k1_short
BASE,btc_rb_z4.5_gap0.5_cd144_h120_k1_short_capnone,88427,88427,btc_rb_z4.5_gap0.5_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd144_h120_k1_short_capnone,80104,80104,btc_rb_z4.5_gap0.5_cd144_h120_k1_short
